index,B10,B3,B4,B5,B6,B7,B0,B1,B2,B11,B12,B8,B9,B13
2020-04-16 00:00:00,0.857212669594,7.67566995284,1.60806522167,7.68251588423,0.514955844603,0.642797357164,3.21335934831,1.54462066449,2.96197679139,4.31725502645,5.92183807954,0.513859419479,3.21637589986,8.98228200978
2020-04-16 00:10:00,0.705776472345,7.12484267385,1.49799976561,7.13251356121,0.42384778337,0.5732246859,2.86936458419,1.27137235012,2.79434881965,4.16494102534,5.59046554751,0.423153583419,2.9934285503,8.03711889237
2020-04-16 00:20:00,0.719812464262,6.95663182784,1.48237153489,6.96101477602,0.432278078505,0.569559815191,2.84978838293,1.29667673552,2.7458485764,4.21630239973,5.4714868115,0.431596178607,2.96471774633,7.99235893561
2020-04-16 00:30:00,0.705856452329,6.93548966485,1.45514908563,6.93774616751,0.423894571372,0.548887062178,2.75149818619,1.27152171413,2.66372362342,4.11594189064,5.31146753886,0.423227671446,2.90957666109,7.68434606988
2020-04-16 00:40:00,0.709668479812,6.9405635274,1.44597786235,6.94206106691,0.426184187875,0.5297267215,2.65060870766,1.27838246363,2.59408283582,4.1146440235,5.17759158469,0.425507387896,2.88825098297,7.44389769051
2020-04-16 00:50:00,0.706665972836,6.8259488591,1.40794834172,6.81865609158,0.424379683687,0.531320121351,2.65639480994,1.27297525107,2.58037641712,4.07031299559,5.14994254941,0.423719383713,2.81721916424,7.43128717723
2020-04-16 01:00:00,0.704977479627,6.661494616,1.4109056431,6.68464509438,0.423361787766,0.51999213314,2.59621267255,1.2699404633,2.59436116692,4.06839495793,5.1914311345,0.4227224878,2.82879697565,7.279331688
2020-04-16 01:10:00,0.700186491876,6.67749923182,1.39193327637,6.68411566065,0.420482395109,0.532236871612,2.66515442126,1.26131758533,2.62379722268,4.10497706374,5.24454684836,0.419870095128,2.7863915548,7.45684347132
2020-04-16 01:20:00,0.706996978359,6.58470105615,1.40364432656,6.58962762093,0.424575887004,0.542825732695,2.71286702828,1.27356836102,2.57475977094,4.12754935991,5.13866949294,0.423917087024,2.80407302401,7.6429964846
2020-04-16 01:30:00,0.696038488204,6.69258697952,1.43951857105,6.70649009827,0.417996892892,0.550429262307,2.74583535962,1.25380437868,2.58438204858,4.10465633805,5.15412019715,0.417317992928,2.88302059203,7.65240468052
2020-04-16 01:40:00,0.702172938959,6.58729101071,1.43901740659,6.58586504197,0.421674563344,0.533857090716,2.67101941196,1.26487609004,2.62570805394,4.09922860578,5.23724459328,0.421039463407,2.87629411791,7.43538355686
2020-04-16 01:50:00,0.696802477428,6.57671261924,1.40364912909,6.589716576,0.418448386445,0.517906423454,2.5904350705,1.25524075934,2.61044442669,4.06712605275,5.20583788682,0.417885586463,2.80619671145,7.23680298022
2020-04-16 02:00:00,0.697226489813,6.68513011957,1.40858529429,6.6819219204,0.418694693883,0.522774738654,2.60425808185,1.25601478165,2.54688711398,4.10931125111,5.07389857318,0.41817269389,2.82172743697,7.31234966073
